ANIO;MES;CuerpoReceptor;Planta;Parametro;Tabla;Latitud;Longitud;Valor reportado;Umbral;diferencia_umbral;% diferencia_umbral
2021;9;RIO ACONCAGUA;SAN ISIDRO 2;Mercurio;Tabla 2;-32.936543;-71.3162416219711;0.001;0.01;-0.009000000000000001;-90.0
2020;7;BAHIA MEJILLONES;CENTRAL A GAS CICLO COMBINADO KELAR;Mercurio;Tabla 5;-23.0606264;-70.325548;0.001;0.02;-0.019;-95.0
2021;10;RIO ACONCAGUA;SAN ISIDRO 2;Mercurio;Tabla 2;-32.936543;-71.3162416219711;0.0005;0.01;-0.0095;-95.0
2022;1;RIO ACONCAGUA;SAN ISIDRO 2;Mercurio;Tabla 2;-32.936543;-71.3162416219711;0.0005;0.01;-0.0095;-95.0
2021;7;BAHIA MEJILLONES;CENTRAL A GAS CICLO COMBINADO KELAR;Mercurio;Tabla 5;-23.0606264;-70.325548;0.001;0.02;-0.019;-95.0
2021;12;RIO ACONCAGUA;SAN ISIDRO 2;Mercurio;Tabla 2;-32.936543;-71.3162416219711;0.0005;0.01;-0.0095;-95.0
2017;7;BAHIA MEJILLONES;CENTRAL A GAS CICLO COMBINADO KELAR;Mercurio;Tabla 5;-23.0606264;-70.325548;0.001;0.02;-0.019;-95.0
2022;2;RIO ACONCAGUA;SAN ISIDRO 2;Mercurio;Tabla 2;-32.936543;-71.3162416219711;0.0005;0.01;-0.0095;-95.0
2021;11;RIO ACONCAGUA;SAN ISIDRO 2;Mercurio;Tabla 2;-32.936543;-71.3162416219711;0.0005;0.01;-0.0095;-95.0
2022;3;RIO ACONCAGUA;SAN ISIDRO 2;Mercurio;Tabla 2;-32.936543;-71.3162416219711;0.0005;0.01;-0.0095;-95.0
2022;3;RIO ACONCAGUA;COMPLEJO TERMOELÉCTRICO NEHUENCO;Mercurio;Tabla 2;-32.9366955;-71.3254887;0.0003;0.01;-0.0097;-97.0
2018;7;BAHIA MEJILLONES;CENTRAL A GAS CICLO COMBINADO KELAR;Mercurio;Tabla 5;-23.0606264;-70.325548;0.0005;0.02;-0.0195;-97.5
2022;7;BAHIA MEJILLONES;CENTRAL A GAS CICLO COMBINADO KELAR;Mercurio;Tabla 5;-23.0606264;-70.325548;0.0005;0.02;-0.0195;-97.5
2021;1;BAHIA MEJILLONES;CENTRAL TÉRMICA MEJILLONES;Mercurio;Tabla 5;-23.0888801931207;-70.4113941036642;0.0005;0.02;-0.0195;-97.5
2022;1;BAHIA MEJILLONES;CENTRAL TÉRMICA MEJILLONES;Mercurio;Tabla 5;-23.0888801931207;-70.4113941036642;0.0005;0.02;-0.0195;-97.5
2021;3;RIO ACONCAGUA;COMPLEJO TERMOELÉCTRICO NEHUENCO;Mercurio;Tabla 2;-32.9366955;-71.3254887;0.0002;0.01;-0.0098;-98.0
2020;3;RIO ACONCAGUA;COMPLEJO TERMOELÉCTRICO NEHUENCO;Mercurio;Tabla 2;-32.9366955;-71.3254887;0.0002;0.01;-0.0098;-98.0
2018;1;BAHÍA CORONEL;CENTRAL TERMOELECTRICA BOCAMINA U1;Mercurio;Tabla 4;-37.022789;-73.16584;0.0;0.005;-0.005;-100.0
